company_name,job_title,tools_required,job_type,location,salary_range,perks,applied_on,where_applied
WBD,Data Analyst,Python,Hybrid,New Jersey,"90,000",Stocks,2025-01-01,https://www.linkedin.com/jobs/view/4102651594
